id,pk,forecast
1285001,46,0.005452394485473633
1610101,457,0.008535683155059814
1610101,457,0.008327722549438477
558101,607,0.002171635627746582
17449001,885,-0.0016446113586425781
169001,1152,-0.0014314055442810059
16066101,1255,0.00023168325424194336
14504601,2140,-0.010600626468658447
14504601,2140,-0.014132440090179443
14504601,2140,-0.011806488037109375
708501,2365,0.005640208721160889
1848701,3047,-0.0017269253730773926
711601,3054,-0.012549221515655518
17402202,3526,6.109476089477539e-06
1129601,3682,0.0012325942516326904
2535601,3733,0.002928227186203003
989901,3979,-0.0031975507736206055
1887201,4240,0.011378228664398193
2778601,5187,0.0011787712574005127
144701,5695,-0.0036787986755371094
404001,6042,0.004990518093109131
19935601,6047,-0.0044814348220825195
19935601,6047,-0.0071852803230285645
19935601,6047,-0.005459249019622803
1887201,6281,0.020905017852783203
383501,6525,0.0010236501693725586
383501,6525,0.0031588077545166016
383501,6525,0.005334675312042236
383501,6525,-0.0006473064422607422
1524701,6613,0.0035501718521118164
148701,7915,0.003213256597518921
383501,7952,-0.010329902172088623
2791401,8139,0.006277710199356079
2791401,8139,0.006277710199356079
1372101,8715,-0.0030463337898254395
1372101,8715,-0.0047667622566223145
525601,8888,-0.007868468761444092
525601,8888,-0.0030257105827331543
213601,8948,-0.004219532012939453
346902,9038,-0.00468069314956665
600801,9132,-0.015404701232910156
18071101,9431,-0.0058547258377075195
600801,9437,0.0017536282539367676
600801,9437,-0.002283751964569092
383501,9532,-0.005936145782470703
525601,9822,0.004975557327270508
525601,9822,0.0035620927810668945
1086701,9880,0.001044631004333496
310701,10066,0.004108935594558716
1214101,10244,-0.009276926517486572
835801,10652,-0.0011693835258483887
459801,10826,-0.007327854633331299
1285001,11032,-0.007870852947235107
1285001,11032,-0.009726285934448242
606601,11303,-0.003541290760040283
835801,11466,-0.0006392002105712891
1887201,11813,-0.01775825023651123
558101,11945,-0.017290353775024414
558101,11945,0.0029254555702209473
408701,12361,-0.0016571879386901855
169001,12370,-0.003148198127746582
2380901,12426,-0.001270592212677002
2380901,12426,-0.001270592212677002
281701,12467,-0.0012736916542053223
281701,12467,0.001709282398223877
825301,13099,0.004916548728942871
310701,13272,0.02263510227203369
310701,13272,0.020145952701568604
1426904,13293,0.003011345863342285
1426904,13293,0.003011345863342285
1422501,13550,0.0017153620719909668
211101,14278,0.0031958818435668945
2518001,14352,-0.007956206798553467
2518001,14352,-0.007956206798553467
946501,14437,0.004119157791137695
169001,14461,-0.010334610939025879
2535601,14499,-0.0013946294784545898
507101,14596,0.01532590389251709
14281101,15485,0.003890812397003174
14281101,15485,0.007948338985443115
18071101,15640,-0.0011546611785888672
17540401,15898,-0.00922250747680664
2397801,16070,-0.010260701179504395
2065301,16261,-0.015918970108032227
568001,16282,-0.0075168609619140625
6364501,16488,0.005673140287399292
1111501,16790,0.002359837293624878
281701,17382,0.011224836111068726
281701,17382,0.005183100700378418
16022501,17408,0.011669844388961792
990401,18461,-4.5359134674072266e-05
381301,18798,0.006321966648101807
854901,18823,0.0005990564823150635
322601,19705,0.0035945475101470947
